Breakout,,,,,
1558,656,519406,14,17,0.1
1559,623,520029,13,16,0.1
1560,632,520661,11,17,0.1
1561,546,521207,11,14,0.1
1562,557,521764,12,18,0.1
1563,539,522303,12,18,0.1
1564,489,522792,12,15,0.1
1565,407,523199,7,7,0.1
1566,494,523693,10,13,0.1
1567,676,524369,14,17,0.1
1568,502,524871,11,17,0.1
1569,642,525513,15,18,0.1
1570,436,525949,9,9,0.1
1571,555,526504,13,16,0.1
1572,354,526858,7,7,0.1
1573,628,527486,15,30,0.1
1574,530,528016,13,19,0.1
1575,555,528571,12,15,0.1
1576,587,529158,14,20,0.1
1577,461,529619,10,16,0.1
1578,489,530108,11,14,0.1
1579,592,530700,15,21,0.1
1580,487,531187,10,16,0.1
1581,598,531785,14,17,0.1
1582,490,532275,10,22,0.1
1583,602,532877,15,21,0.1
1584,507,533384,10,13,0.1
1585,353,533737,7,7,0.1
1586,649,534386,15,18,0.1
1587,471,534857,10,16,0.1
1588,413,535270,9,15,0.1
1589,442,535712,11,17,0.1
1590,537,536249,14,29,0.1
1591,600,536849,14,20,0.1
1592,579,537428,12,18,0.1
1593,445,537873,10,16,0.1
1594,617,538490,14,17,0.1
1595,758,539248,18,24,0.1
1596,736,539984,17,23,0.1
1597,581,540565,12,24,0.1
1598,628,541193,14,17,0.1
1599,507,541700,12,15,0.1
1600,650,542350,13,22,0.1
1601,599,542949,14,20,0.1
1602,701,543650,16,19,0.1
1603,561,544211,12,12,0.1
1604,607,544818,15,24,0.1
1605,577,545395,12,12,0.1
1606,550,545945,14,26,0.1
1607,494,546439,12,12,0.1
1608,621,547060,15,21,0.1
1609,498,547558,10,16,0.1
1610,554,548112,13,19,0.1
1611,441,548553,10,16,0.1
1612,574,549127,14,23,0.1
1613,568,549695,12,18,0.1
1614,645,550340,15,27,0.1
1615,485,550825,10,10,0.1
1616,592,551417,14,14,0.1
1617,436,551853,10,10,0.1
1618,572,552425,13,19,0.1
1619,579,553004,14,14,0.1
1620,515,553519,11,23,0.1
1621,465,553984,10,19,0.1
1622,385,554369,8,14,0.1
1623,749,555118,17,20,0.1
1624,523,555641,13,16,0.1
1625,407,556048,8,11,0.1
1626,367,556415,8,8,0.1
1627,410,556825,8,8,0.1
1628,465,557290,11,14,0.1
1629,708,557998,16,19,0.1
1630,547,558545,13,16,0.1
1631,568,559113,12,18,0.1
1632,301,559414,6,6,0.1
1633,824,560238,21,24,0.1
1634,590,560828,15,27,0.1
1635,514,561342,11,17,0.1
1636,615,561957,14,14,0.1
1637,711,562668,17,17,0.1
1638,587,563255,13,16,0.1
1639,446,563701,10,10,0.1
1640,616,564317,13,16,0.1
1641,426,564743,9,9,0.1
1642,583,565326,13,16,0.1
1643,572,565898,15,24,0.1
1644,478,566376,10,13,0.1
1645,504,566880,12,12,0.1
1646,480,567360,11,14,0.1
1647,501,567861,11,11,0.1
1648,754,568615,20,29,0.1
1649,664,569279,15,15,0.1
1650,567,569846,13,19,0.1
1651,557,570403,14,14,0.1
1652,636,571039,15,18,0.1
1653,462,571501,10,16,0.1
1654,475,571976,11,11,0.1
1655,594,572570,14,17,0.1
1656,406,572976,8,8,0.1
1657,575,573551,13,13,0.1
1658,546,574097,14,20,0.1
1659,704,574801,17,17,0.1
1660,720,575521,18,21,0.1
1661,671,576192,18,24,0.1
1662,600,576792,15,18,0.1
1663,490,577282,12,21,0.1
1664,591,577873,16,25,0.1
1665,569,578442,12,12,0.1
1666,749,579191,16,16,0.1
1667,575,579766,17,38,0.1
1668,639,580405,15,18,0.1
1669,546,580951,15,24,0.1
1670,530,581481,13,13,0.1
1671,605,582086,14,14,0.1
1672,655,582741,15,15,0.1
1673,409,583150,8,11,0.1
1674,529,583679,11,17,0.1
1675,482,584161,11,14,0.1
1676,644,584805,14,17,0.1
1677,725,585530,17,23,0.1
1678,510,586040,13,25,0.1
1679,521,586561,13,22,0.1
1680,466,587027,12,18,0.1
1681,490,587517,11,11,0.1
1682,649,588166,15,15,0.1
1683,660,588826,16,22,0.1
1684,581,589407,14,20,0.1
1685,613,590020,15,15,0.1
1686,450,590470,9,9,0.1
1687,669,591139,15,24,0.1
1688,711,591850,17,17,0.1
1689,508,592358,12,21,0.1
1690,677,593035,17,17,0.1
1691,569,593604,13,25,0.1
1692,510,594114,12,18,0.1
1693,610,594724,14,20,0.1
1694,501,595225,11,11,0.1
1695,503,595728,11,17,0.1
1696,590,596318,14,23,0.1
1697,526,596844,14,23,0.1
1698,385,597229,9,18,0.1
1699,469,597698,11,17,0.1
1700,470,598168,10,13,0.1
1701,676,598844,17,29,0.1
1702,605,599449,13,22,0.1
1703,400,599849,10,19,0.1
1704,408,600257,9,9,0.1
1705,420,600677,8,11,0.1
1706,390,601067,7,7,0.1
1707,373,601440,7,7,0.1
1708,503,601943,10,10,0.1
1709,576,602519,13,19,0.1
1710,502,603021,10,10,0.1
1711,520,603541,11,20,0.1
1712,663,604204,14,23,0.1
1713,449,604653,10,10,0.1
1714,617,605270,15,21,0.1
1715,366,605636,7,7,0.1
1716,532,606168,12,24,0.1
1717,771,606939,19,31,0.1
1718,556,607495,13,19,0.1
1719,783,608278,19,22,0.1
1720,525,608803,11,11,0.1
1721,703,609506,17,20,0.1
1722,654,610160,18,30,0.1
1723,633,610793,15,21,0.1
1724,415,611208,8,8,0.1
1725,576,611784,13,16,0.1
1726,593,612377,13,19,0.1
1727,476,612853,11,11,0.1
1728,359,613212,7,10,0.1
1729,573,613785,12,18,0.1
1730,482,614267,11,17,0.1
1731,722,614989,17,20,0.1
1732,666,615655,16,22,0.1
1733,342,615997,7,7,0.1
1734,577,616574,14,17,0.1
1735,325,616899,6,6,0.1
1736,573,617472,13,13,0.1
1737,594,618066,14,14,0.1
1738,469,618535,11,11,0.1
1739,718,619253,17,20,0.1
1740,571,619824,12,18,0.1
1741,832,620656,19,25,0.1
1742,644,621300,15,18,0.1
1743,679,621979,15,24,0.1
1744,764,622743,19,28,0.1
1745,660,623403,15,24,0.1
1746,848,624251,20,26,0.1
1747,592,624843,12,21,0.1
1748,787,625630,21,24,0.1
1749,553,626183,14,17,0.1
1750,597,626780,14,14,0.1
1751,771,627551,19,37,0.1
1752,771,628322,19,25,0.1
1753,542,628864,12,21,0.1
1754,607,629471,16,19,0.1
1755,774,630245,18,24,0.1
1756,706,630951,16,19,0.1
1757,612,631563,16,25,0.1
1758,562,632125,13,16,0.1
1759,833,632958,23,38,0.1
1760,620,633578,14,20,0.1
1761,401,633979,9,18,0.1
1762,464,634443,10,13,0.1
1763,639,635082,13,19,0.1
1764,818,635900,22,34,0.1
1765,657,636557,15,18,0.1
1766,714,637271,18,24,0.1
1767,534,637805,12,12,0.1
1768,554,638359,15,27,0.1
1769,688,639047,19,31,0.1
1770,674,639721,16,28,0.1
1771,868,640589,22,28,0.1
1772,411,641000,9,12,0.1
1773,665,641665,17,23,0.1
1774,738,642403,19,28,0.1
1775,697,643100,18,27,0.1
1776,581,643681,17,26,0.1
1777,577,644258,15,27,0.1
1778,435,644693,9,12,0.1
1779,597,645290,14,17,0.1
1780,424,645714,10,10,0.1
1781,655,646369,17,32,0.1
1782,531,646900,11,14,0.1
1783,763,647663,19,25,0.1
1784,606,648269,15,24,0.1
1785,637,648906,17,26,0.1
1786,598,649504,14,14,0.1
1787,871,650375,23,32,0.1
1788,656,651031,14,14,0.1
1789,627,651658,15,18,0.1
1790,885,652543,21,27,0.1
1791,578,653121,16,22,0.1
1792,982,654103,26,32,0.1
1793,383,654486,8,14,0.1
1794,579,655065,14,23,0.1
1795,553,655618,12,15,0.1
1796,632,656250,14,20,0.1
1797,509,656759,12,21,0.1
1798,548,657307,14,26,0.1
1799,637,657944,15,21,0.1
1800,597,658541,15,24,0.1
1801,570,659111,13,19,0.1
1802,653,659764,17,26,0.1
1803,692,660456,16,19,0.1
1804,379,660835,8,11,0.1
1805,579,661414,14,20,0.1
1806,684,662098,15,24,0.1
1807,519,662617,12,15,0.1
1808,529,663146,12,15,0.1
1809,653,663799,16,28,0.1
1810,594,664393,14,20,0.1
1811,504,664897,11,23,0.1
1812,563,665460,15,21,0.1
1813,641,666101,16,25,0.1
1814,730,666831,16,22,0.1
1815,832,667663,20,26,0.1
1816,412,668075,8,8,0.1
1817,351,668426,7,7,0.1
1818,776,669202,17,29,0.1
1819,552,669754,14,20,0.1
1820,462,670216,11,20,0.1
1821,485,670701,10,10,0.1
1822,499,671200,11,11,0.1
1823,450,671650,10,10,0.1
1824,764,672414,21,30,0.1
1825,615,673029,16,28,0.1
1826,426,673455,10,10,0.1
1827,464,673919,12,21,0.1
1828,703,674622,17,23,0.1
1829,718,675340,17,20,0.1
1830,373,675713,6,6,0.1
1831,771,676484,18,21,0.1
1832,898,677382,22,31,0.1
1833,501,677883,13,16,0.1
1834,467,678350,10,13,0.1
1835,655,679005,14,23,0.1
1836,648,679653,17,29,0.1
1837,667,680320,12,15,0.1
1838,393,680713,7,7,0.1
1839,828,681541,20,20,0.1
1840,465,682006,10,13,0.1
1841,511,682517,12,12,0.1
1842,510,683027,13,13,0.1
1843,723,683750,14,17,0.1
1844,377,684127,8,8,0.1
1845,615,684742,14,23,0.1
1846,721,685463,17,20,0.1
1847,678,686141,16,22,0.1
1848,567,686708,15,27,0.1
1849,549,687257,12,18,0.1
1850,476,687733,11,20,0.1
1851,564,688297,12,12,0.1
1852,778,689075,18,24,0.1
1853,615,689690,14,23,0.1
1854,513,690203,13,19,0.1
1855,691,690894,17,26,0.1
1856,539,691433,13,19,0.1
1857,456,691889,11,20,0.1
1858,529,692418,13,16,0.1
1859,480,692898,11,17,0.1
1860,584,693482,14,20,0.1
1861,678,694160,17,20,0.1
1862,666,694826,17,26,0.1
1863,402,695228,8,8,0.1
1864,688,695916,16,19,0.1
1865,559,696475,14,20,0.1
1866,912,697387,23,35,0.1
1867,502,697889,13,19,0.1
1868,729,698618,19,22,0.1
1869,706,699324,18,24,0.1
1870,562,699886,10,13,0.1
1871,517,700403,12,12,0.1
1872,821,701224,20,29,0.1
1873,435,701659,10,10,0.1
1874,468,702127,10,22,0.1
1875,454,702581,10,13,0.1
1876,702,703283,16,19,0.1
1877,686,703969,16,19,0.1
1878,763,704732,18,21,0.1
1879,664,705396,16,22,0.1
1880,430,705826,8,8,0.1
1881,553,706379,12,15,0.1
1882,482,706861,11,17,0.1
1883,648,707509,15,15,0.1
1884,761,708270,16,19,0.1
1885,511,708781,11,11,0.1
1886,731,709512,17,20,0.1
1887,658,710170,15,21,0.1
1888,821,710991,20,23,0.1
1889,778,711769,16,25,0.1
1890,569,712338,14,17,0.1
1891,904,713242,23,26,0.1
1892,720,713962,17,23,0.1
1893,905,714867,24,27,0.1
1894,652,715519,15,24,0.1
1895,689,716208,16,22,0.1
1896,512,716720,12,12,0.1
1897,918,717638,22,31,0.1
1898,804,718442,19,22,0.1
1899,740,719182,18,24,0.1
1900,679,719861,17,20,0.1
1901,717,720578,18,24,0.1
1902,639,721217,18,27,0.1
1903,701,721918,17,26,0.1
1904,560,722478,12,15,0.1
1905,609,723087,15,15,0.1
1906,588,723675,14,17,0.1
1907,631,724306,15,18,0.1
1908,600,724906,16,19,0.1
1909,704,725610,17,20,0.1
1910,754,726364,20,26,0.1
1911,645,727009,17,26,0.1
1912,605,727614,14,20,0.1
1913,673,728287,18,30,0.1
1914,756,729043,19,28,0.1
1915,639,729682,16,19,0.1
1916,918,730600,24,30,0.1
1917,770,731370,18,24,0.1
1918,610,731980,15,21,0.1
1919,702,732682,20,26,0.1
1920,534,733216,13,13,0.1
1921,593,733809,17,26,0.1
1922,726,734535,19,31,0.1
1923,696,735231,17,17,0.1
1924,713,735944,20,32,0.1
1925,426,736370,9,9,0.1
1926,526,736896,14,26,0.1
1927,551,737447,14,23,0.1
1928,675,738122,15,18,0.1
1929,681,738803,16,25,0.1
1930,643,739446,17,29,0.1
1931,561,740007,15,24,0.1
1932,695,740702,16,19,0.1
1933,713,741415,18,24,0.1
1934,826,742241,19,22,0.1
1935,671,742912,17,17,0.1
1936,685,743597,14,14,0.1
1937,665,744262,14,17,0.1
1938,850,745112,19,25,0.1
1939,827,745939,18,24,0.1
1940,472,746411,11,14,0.1
1941,971,747382,27,48,0.1
1942,668,748050,15,18,0.1
1943,324,748374,6,6,0.1
1944,555,748929,15,24,0.1
1945,667,749596,18,27,0.1
1946,753,750349,19,28,0.1
1947,736,751085,19,28,0.1
1948,742,751827,18,21,0.1
1949,849,752676,26,47,0.1
1950,747,753423,19,25,0.1
1951,596,754019,13,22,0.1
1952,430,754449,9,18,0.1
1953,539,754988,13,19,0.1
1954,734,755722,19,37,0.1
1955,685,756407,17,29,0.1
1956,842,757249,22,22,0.1
1957,768,758017,17,20,0.1
1958,680,758697,16,19,0.1
1959,751,759448,19,25,0.1
1960,551,759999,13,13,0.1
1961,677,760676,16,16,0.1
1962,615,761291,15,18,0.1
1963,634,761925,15,15,0.1
1964,721,762646,18,18,0.1
1965,604,763250,14,17,0.1
1966,918,764168,24,30,0.1
1967,658,764826,17,23,0.1
1968,897,765723,22,28,0.1
1969,475,766198,9,9,0.1
1970,900,767098,24,33,0.1
1971,693,767791,17,23,0.1
1972,964,768755,25,34,0.1
1973,701,769456,16,19,0.1
1974,686,770142,17,20,0.1
1975,918,771060,22,25,0.1
1976,707,771767,17,17,0.1
1977,864,772631,25,40,0.1
1978,641,773272,15,15,0.1
1979,420,773692,8,14,0.1
1980,564,774256,12,12,0.1
1981,653,774909,16,22,0.1
1982,331,775240,7,13,0.1
1983,732,775972,18,21,0.1
1984,598,776570,16,25,0.1
1985,769,777339,18,18,0.1
1986,528,777867,12,15,0.1
1987,810,778677,23,35,0.1
1988,1004,779681,26,29,0.1
1989,441,780122,10,16,0.1
1990,820,780942,21,27,0.1
1991,895,781837,23,32,0.1
1992,740,782577,18,18,0.1
1993,630,783207,14,20,0.1
1994,568,783775,13,13,0.1
1995,938,784713,25,37,0.1
1996,901,785614,21,30,0.1
1997,706,786320,18,27,0.1
1998,973,787293,24,33,0.1
1999,848,788141,21,30,0.1
2000,826,788967,21,33,0.1
2001,807,789774,18,24,0.1
2002,551,790325,14,20,0.1
2003,566,790891,14,14,0.1
2004,755,791646,18,21,0.1
2005,636,792282,15,21,0.1
2006,663,792945,16,19,0.1
2007,865,793810,22,34,0.1
2008,766,794576,19,25,0.1
2009,609,795185,16,22,0.1
2010,670,795855,17,26,0.1
2011,814,796669,20,29,0.1
2012,703,797372,19,25,0.1
2013,720,798092,18,24,0.1
2014,604,798696,16,22,0.1
2015,866,799562,24,39,0.1
2016,499,800061,11,14,0.1
2017,873,800934,23,38,0.1
2018,609,801543,17,32,0.1
2019,583,802126,14,17,0.1
2020,795,802921,20,26,0.1
2021,431,803352,9,12,0.1
2022,663,804015,17,26,0.1
2023,594,804609,13,16,0.1
2024,595,805204,14,20,0.1
2025,633,805837,17,26,0.1
2026,556,806393,14,20,0.1
2027,717,807110,18,18,0.1
2028,913,808023,24,30,0.1
2029,632,808655,14,14,0.1
2030,986,809641,25,37,0.1
2031,566,810207,13,13,0.1
2032,492,810699,11,20,0.1
2033,851,811550,24,33,0.1
2034,650,812200,15,18,0.1
2035,769,812969,20,32,0.1
2036,624,813593,15,21,0.1
2037,636,814229,15,18,0.1
2038,751,814980,19,25,0.1
2039,590,815570,14,14,0.1
2040,608,816178,15,15,0.1
2041,580,816758,16,28,0.1
2042,685,817443,18,30,0.1
2043,556,817999,11,11,0.1
2044,571,818570,14,20,0.1
2045,689,819259,17,23,0.1
2046,481,819740,11,11,0.1
2047,696,820436,17,23,0.1
2048,533,820969,13,19,0.1
2049,357,821326,6,6,0.1
2050,830,822156,22,28,0.1
2051,764,822920,20,26,0.1
2052,739,823659,18,21,0.1
2053,440,824099,11,17,0.1
2054,538,824637,12,18,0.1
2055,907,825544,22,25,0.1
2056,857,826401,19,25,0.1
2057,545,826946,13,19,0.1
2058,759,827705,19,22,0.1
2059,624,828329,15,15,0.1
2060,887,829216,21,30,0.1
2061,441,829657,10,16,0.1
2062,802,830459,21,27,0.1
2063,510,830969,12,18,0.1
2064,340,831309,6,6,0.1
2065,615,831924,15,24,0.1
2066,565,832489,13,19,0.1
2067,588,833077,15,15,0.1
2068,555,833632,11,11,0.1
2069,460,834092,10,10,0.1
2070,524,834616,11,11,0.1
2071,542,835158,14,23,0.1
2072,782,835940,17,23,0.1
2073,651,836591,14,14,0.1
2074,555,837146,14,23,0.1
2075,605,837751,14,14,0.1
2076,698,838449,18,24,0.1
2077,930,839379,26,35,0.1
2078,672,840051,16,16,0.1
2079,713,840764,19,22,0.1
2080,1140,841904,31,49,0.1
2081,729,842633,17,29,0.1
2082,829,843462,22,31,0.1
2083,933,844395,22,34,0.1
2084,852,845247,22,34,0.1
2085,579,845826,15,21,0.1
2086,934,846760,23,29,0.1
2087,695,847455,16,22,0.1
2088,880,848335,21,27,0.1
2089,774,849109,19,25,0.1
2090,638,849747,16,19,0.1
2091,848,850595,21,27,0.1
2092,875,851470,23,32,0.1
2093,620,852090,13,13,0.1
2094,744,852834,18,30,0.1
2095,850,853684,23,29,0.1
2096,614,854298,13,13,0.1
2097,585,854883,13,13,0.1
2098,481,855364,10,10,0.1
2099,1035,856399,27,42,0.1
2100,556,856955,13,13,0.1
2101,776,857731,20,32,0.1
2102,518,858249,10,10,0.1
2103,924,859173,24,36,0.1
2104,780,859953,22,37,0.1
2105,799,860752,19,28,0.1
2106,657,861409,16,22,0.1
2107,803,862212,21,30,0.1
2108,1092,863304,27,39,0.1
2109,851,864155,22,31,0.1
2110,832,864987,22,28,0.1
2111,874,865861,16,22,0.1
2112,745,866606,20,29,0.1
2113,628,867234,17,26,0.1
2114,614,867848,13,16,0.1
2115,926,868774,25,34,0.1
2116,820,869594,20,29,0.1
2117,583,870177,13,16,0.1
2118,935,871112,23,26,0.1
2119,827,871939,22,28,0.1
2120,872,872811,26,53,0.1
2121,695,873506,18,21,0.1
2122,666,874172,18,27,0.1
2123,802,874974,19,25,0.1
2124,651,875625,16,22,0.1
2125,637,876262,18,39,0.1
2126,687,876949,15,18,0.1
2127,830,877779,20,26,0.1
2128,905,878684,22,28,0.1
2129,936,879620,24,39,0.1
2130,731,880351,19,31,0.1
2131,584,880935,15,21,0.1
2132,642,881577,16,16,0.1
2133,717,882294,17,20,0.1
2134,577,882871,13,19,0.1
2135,607,883478,14,14,0.1
2136,559,884037,11,11,0.1
2137,670,884707,17,20,0.1
2138,888,885595,23,29,0.1
2139,673,886268,19,28,0.1
2140,637,886905,16,16,0.1
2141,730,887635,18,21,0.1
2142,383,888018,7,7,0.1
2143,787,888805,21,27,0.1
2144,545,889350,9,12,0.1
2145,747,890097,17,20,0.1
2146,720,890817,19,25,0.1
2147,904,891721,21,24,0.1
2148,862,892583,20,26,0.1
2149,836,893419,22,31,0.1
2150,566,893985,14,14,0.1
2151,737,894722,17,20,0.1
2152,595,895317,14,14,0.1
2153,883,896200,22,28,0.1
2154,819,897019,19,22,0.1
2155,777,897796,19,25,0.1
2156,484,898280,11,14,0.1
2157,905,899185,22,31,0.1
2158,764,899949,18,27,0.1
2159,1033,900982,29,44,0.1
2160,538,901520,15,27,0.1
2161,569,902089,11,17,0.1
2162,819,902908,22,31,0.1
2163,567,903475,14,23,0.1
2164,549,904024,14,20,0.1
2165,807,904831,20,29,0.1
2166,744,905575,20,26,0.1
2167,613,906188,15,21,0.1
2168,564,906752,13,19,0.1
2169,753,907505,20,32,0.1
2170,821,908326,20,26,0.1
2171,768,909094,20,26,0.1
2172,593,909687,14,17,0.1
2173,834,910521,22,28,0.1
2174,487,911008,10,16,0.1
2175,881,911889,24,39,0.1
2176,868,912757,25,46,0.1
2177,846,913603,20,29,0.1
2178,814,914417,20,29,0.1
2179,621,915038,14,20,0.1
2180,966,916004,25,40,0.1
2181,500,916504,12,12,0.1
2182,722,917226,15,18,0.1
2183,680,917906,17,23,0.1
2184,902,918808,24,33,0.1
2185,591,919399,13,13,0.1
2186,676,920075,15,18,0.1
2187,736,920811,18,27,0.1
2188,464,921275,11,11,0.1
2189,843,922118,21,30,0.1
2190,537,922655,11,14,0.1
2191,334,922989,6,6,0.1
2192,721,923710,17,20,0.1
2193,785,924495,18,27,0.1
2194,872,925367,21,36,0.1
2195,578,925945,15,24,0.1
2196,730,926675,16,16,0.1
2197,904,927579,25,40,0.1
2198,463,928042,10,16,0.1
2199,1045,929087,26,32,0.1
2200,293,929380,5,5,0.1
2201,736,930116,18,24,0.1
2202,801,930917,23,29,0.1
2203,569,931486,14,14,0.1
2204,602,932088,16,19,0.1
2205,821,932909,20,26,0.1
2206,681,933590,20,29,0.1
2207,684,934274,17,20,0.1
2208,882,935156,21,30,0.1
2209,696,935852,15,18,0.1
2210,832,936684,20,26,0.1
2211,683,937367,17,23,0.1
2212,701,938068,20,26,0.1
2213,922,938990,23,32,0.1
2214,1099,940089,28,40,0.1
2215,568,940657,12,15,0.1
2216,797,941454,20,26,0.1
2217,854,942308,21,30,0.1
2218,520,942828,13,19,0.1
2219,513,943341,10,19,0.1
2220,726,944067,17,20,0.1
2221,571,944638,13,16,0.1
2222,648,945286,15,18,0.1
2223,818,946104,21,27,0.1
2224,491,946595,11,14,0.1
2225,749,947344,19,22,0.1
2226,768,948112,20,32,0.1
2227,792,948904,20,29,0.1
2228,815,949719,17,20,0.1
2229,899,950618,22,31,0.1
2230,535,951153,14,14,0.1
2231,593,951746,15,18,0.1
2232,568,952314,14,17,0.1
2233,975,953289,24,24,0.1
2234,809,954098,21,30,0.1
2235,843,954941,20,32,0.1
2236,567,955508,12,15,0.1
2237,732,956240,18,24,0.1
2238,738,956978,18,21,0.1
2239,1024,958002,25,37,0.1
2240,654,958656,15,18,0.1
2241,738,959394,17,20,0.1
2242,353,959747,8,11,0.1
2243,723,960470,17,20,0.1
2244,661,961131,17,17,0.1
2245,820,961951,21,27,0.1
2246,746,962697,20,32,0.1
2247,718,963415,17,23,0.1
2248,582,963997,14,17,0.1
2249,904,964901,23,32,0.1
2250,711,965612,18,21,0.1
2251,724,966336,17,26,0.1
2252,838,967174,19,25,0.1
2253,666,967840,17,23,0.1
2254,646,968486,17,20,0.1
2255,800,969286,20,29,0.1
2256,960,970246,24,27,0.1
2257,768,971014,19,25,0.1
2258,593,971607,13,16,0.1
2259,815,972422,21,27,0.1
2260,968,973390,20,29,0.1
2261,810,974200,21,27,0.1
2262,581,974781,15,27,0.1
2263,672,975453,17,17,0.1
2264,716,976169,16,16,0.1
2265,612,976781,13,13,0.1
2266,664,977445,18,24,0.1
2267,729,978174,17,23,0.1
2268,605,978779,14,17,0.1
2269,523,979302,13,19,0.1
2270,792,980094,21,27,0.1
2271,559,980653,13,16,0.1
2272,644,981297,14,17,0.1
2273,841,982138,23,32,0.1
2274,925,983063,22,31,0.1
2275,857,983920,19,28,0.1
2276,739,984659,19,22,0.1
2277,865,985524,22,31,0.1
2278,640,986164,14,20,0.1
2279,571,986735,15,21,0.1
2280,627,987362,14,17,0.1
2281,850,988212,21,24,0.1
2282,827,989039,22,34,0.1
2283,900,989939,22,31,0.1
2284,587,990526,13,19,0.1
2285,928,991454,24,36,0.1
2286,790,992244,21,30,0.1
2287,619,992863,16,16,0.1
2288,649,993512,17,29,0.1
2289,661,994173,17,23,0.1
2290,743,994916,17,17,0.1
2291,957,995873,26,38,0.1
2292,535,996408,14,17,0.1
2293,716,997124,19,28,0.1
2294,534,997658,14,20,0.1
2295,608,998266,16,19,0.1
2296,616,998882,14,17,0.1
2297,690,999572,17,23,0.1
